"ID","Recency (months)","Frequency (times)","Monetary (cc)","Time (months)","Churn (0/1)","R-Score","F-Score","M-Score","RFM-Score","P[B]","RFM Resp Prob"
124,2,5,1250,33,1,5,4,4,13,0.444444444444444,0.514336917562724
126,2,5,1250,34,0,5,4,4,13,0.444444444444444,0.514336917562724
137,2,5,1250,37,0,5,4,4,13,0.555555555555556,0.514336917562724
196,2,5,1250,47,1,5,4,4,13,0.666666666666667,0.514336917562724
15,2,6,1500,15,1,5,4,4,13,0.666666666666667,0.514336917562724
19,2,6,1500,15,1,5,4,4,13,0.666666666666667,0.514336917562724
23,2,6,1500,16,1,5,4,4,13,0.666666666666667,0.514336917562724
24,2,6,1500,16,1,5,4,4,13,0.777777777777778,0.514336917562724
53,2,6,1500,22,0,5,4,4,13,0.666666666666667,0.514336917562724
85,2,6,1500,28,1,5,4,4,13,0.666666666666667,0.514336917562724
86,2,6,1500,28,0,5,4,4,13,0.666666666666667,0.514336917562724
123,2,6,1500,41,1,5,4,4,13,0.555555555555556,0.514336917562724
252,2,6,1500,75,0,5,4,4,13,0.555555555555556,0.514336917562724
7,2,7,1750,14,1,5,4,4,13,0.666666666666667,0.514336917562724
58,2,7,1750,28,1,5,4,4,13,0.666666666666667,0.514336917562724
61,2,7,1750,29,0,5,4,4,13,0.666666666666667,0.514336917562724
90,2,7,1750,35,1,5,4,4,13,0.555555555555556,0.514336917562724
117,2,7,1750,46,1,5,4,4,13,0.555555555555556,0.514336917562724
151,2,7,1750,58,1,5,4,4,13,0.555555555555556,0.514336917562724
208,2,7,1750,76,0,5,4,4,13,0.444444444444444,0.514336917562724
119,1,7,1750,57,0,5,4,4,13,0.444444444444444,0.514336917562724
321,15,16,4000,82,0,2,5,5,12,0.333333333333333,0.192307692307692
324,14,8,2000,50,1,2,5,5,12,0.222222222222222,0.192307692307692
277,14,13,3250,57,0,2,5,5,12,0.111111111111111,0.192307692307692
281,14,16,4000,70,0,2,5,5,12,0.111111111111111,0.192307692307692
328,14,16,4000,98,0,2,5,5,12,0.111111111111111,0.192307692307692
279,14,18,4500,78,0,2,5,5,12,0.111111111111111,0.192307692307692
185,13,8,2000,26,0,2,5,5,12,0,0.192307692307692
313,12,9,2250,60,0,2,5,5,12,0.111111111111111,0.192307692307692
95,12,11,2750,23,0,2,5,5,12,0.111111111111111,0.192307692307692
260,12,12,3000,58,0,2,5,5,12,0.111111111111111,0.192307692307692
255,12,13,3250,59,0,2,5,5,12,0.111111111111111,0.192307692307692
253,11,8,2000,41,1,2,5,5,12,0.111111111111111,0.192307692307692
268,11,8,2000,46,0,2,5,5,12,0.222222222222222,0.192307692307692
280,11,8,2000,48,0,2,5,5,12,0.222222222222222,0.192307692307692
186,11,9,2250,33,0,2,5,5,12,0.222222222222222,0.192307692307692
205,11,9,2250,38,0,2,5,5,12,0.222222222222222,0.192307692307692
319,11,9,2250,72,1,2,5,5,12,0.222222222222222,0.192307692307692
176,11,10,2500,35,0,2,5,5,12,0.333333333333333,0.192307692307692
194,11,11,2750,42,0,2,5,5,12,0.333333333333333,0.192307692307692
247,11,12,3000,58,0,2,5,5,12,0.333333333333333,0.192307692307692
262,11,14,3500,73,1,2,5,5,12,0.333333333333333,0.192307692307692
244,11,17,4250,79,1,2,5,5,12,0.222222222222222,0.192307692307692
242,11,22,5500,98,0,2,5,5,12,0.222222222222222,0.192307692307692
116,11,24,6000,64,0,2,5,5,12,0.222222222222222,0.192307692307692
108,3,5,1250,26,0,4,4,4,12,0.222222222222222,0.192307692307692
60,3,6,1500,21,0,4,4,4,12,0.111111111111111,0.192307692307692
403,23,8,2000,46,0,1,5,5,11,0,0.282407407407407
449,23,8,2000,64,0,1,5,5,11,0,0.282407407407407
445,23,12,3000,86,0,1,5,5,11,0,0.282407407407407
439,23,14,3500,93,0,1,5,5,11,0,0.282407407407407
367,23,15,3750,57,0,1,5,5,11,0,0.282407407407407
342,23,38,9500,98,0,1,5,5,11,0,0.282407407407407
364,21,13,3250,57,0,1,5,5,11,0,0.282407407407407
360,21,16,4000,64,0,1,5,5,11,0,0.282407407407407
440,18,8,2000,95,0,1,5,5,11,0,0.282407407407407
257,16,8,2000,28,0,1,5,5,11,0,0.282407407407407
399,16,8,2000,76,0,1,5,5,11,0,0.282407407407407
396,16,10,2500,89,0,1,5,5,11,0.111111111111111,0.282407407407407
271,16,11,2750,40,0,1,5,5,11,0.222222222222222,0.282407407407407
292,16,12,3000,50,0,1,5,5,11,0.333333333333333,0.282407407407407
139,9,5,1250,19,0,3,4,4,11,0.444444444444444,0.282407407407407
322,9,5,1250,51,1,3,4,4,11,0.555555555555556,0.282407407407407
100,5,7,1750,26,1,3,4,4,11,0.666666666666667,0.282407407407407
29,4,5,1250,11,1,3,4,4,11,0.666666666666667,0.282407407407407
55,4,5,1250,14,1,3,4,4,11,0.777777777777778,0.282407407407407
64,4,5,1250,16,1,3,4,4,11,0.777777777777778,0.282407407407407
111,4,5,1250,23,1,3,4,4,11,0.777777777777778,0.282407407407407
113,4,5,1250,23,0,3,4,4,11,0.666666666666667,0.282407407407407
122,4,5,1250,26,1,3,4,4,11,0.666666666666667,0.282407407407407
131,4,5,1250,28,0,3,4,4,11,0.555555555555556,0.282407407407407
178,4,5,1250,33,1,3,4,4,11,0.444444444444444,0.282407407407407
187,4,5,1250,34,0,3,4,4,11,0.333333333333333,0.282407407407407
190,4,5,1250,35,1,3,4,4,11,0.333333333333333,0.282407407407407
246,4,5,1250,46,0,3,4,4,11,0.222222222222222,0.282407407407407
265,4,5,1250,58,0,3,4,4,11,0.222222222222222,0.282407407407407
274,4,5,1250,58,0,3,4,4,11,0.222222222222222,0.282407407407407
275,4,5,1250,58,0,3,4,4,11,0.333333333333333,0.282407407407407
307,4,5,1250,74,0,3,4,4,11,0.222222222222222,0.282407407407407
27,4,6,1500,14,0,3,4,4,11,0.222222222222222,0.282407407407407
38,4,6,1500,16,1,3,4,4,11,0.333333333333333,0.282407407407407
81,4,6,1500,23,1,3,4,4,11,0.333333333333333,0.282407407407407
134,4,6,1500,35,0,3,4,4,11,0.333333333333333,0.282407407407407
152,4,6,1500,39,0,3,4,4,11,0.444444444444444,0.282407407407407
179,4,6,1500,41,1,3,4,4,11,0.444444444444444,0.282407407407407
198,4,6,1500,47,0,3,4,4,11,0.333333333333333,0.282407407407407
201,4,6,1500,52,0,3,4,4,11,0.222222222222222,0.282407407407407
40,4,7,1750,22,1,3,4,4,11,0.222222222222222,0.282407407407407
69,4,7,1750,25,0,3,4,4,11,0.222222222222222,0.282407407407407
96,4,7,1750,28,0,3,4,4,11,0.111111111111111,0.282407407407407
191,4,7,1750,52,0,3,4,4,11,0.111111111111111,0.282407407407407
192,4,7,1750,52,0,3,4,4,11,0.222222222222222,0.282407407407407
202,4,7,1750,58,0,3,4,4,11,0.222222222222222,0.282407407407407
204,4,7,1750,58,0,3,4,4,11,0.333333333333333,0.282407407407407
269,4,7,1750,82,0,3,4,4,11,0.333333333333333,0.282407407407407
20,2,3,750,4,1,5,3,3,11,0.444444444444444,0.282407407407407
21,2,3,750,4,1,5,3,3,11,0.444444444444444,0.282407407407407
65,2,3,750,9,1,5,3,3,11,0.444444444444444,0.282407407407407
109,2,3,750,14,0,5,3,3,11,0.444444444444444,0.282407407407407
121,2,3,750,16,1,5,3,3,11,0.555555555555556,0.282407407407407
136,2,3,750,19,0,5,3,3,11,0.444444444444444,0.282407407407407
180,2,3,750,22,0,5,3,3,11,0.444444444444444,0.282407407407407
256,2,3,750,35,0,5,3,3,11,0.333333333333333,0.282407407407407
264,2,3,750,38,1,5,3,3,11,0.333333333333333,0.282407407407407
304,2,3,750,52,0,5,3,3,11,0.333333333333333,0.282407407407407
67,2,4,1000,14,1,5,3,3,11,0.333333333333333,0.282407407407407
71,2,4,1000,16,0,5,3,3,11,0.333333333333333,0.282407407407407
72,2,4,1000,16,0,5,3,3,11,0.333333333333333,0.282407407407407
77,2,4,1000,16,1,5,3,3,11,0.222222222222222,0.282407407407407
82,2,4,1000,16,0,5,3,3,11,0.222222222222222,0.282407407407407
83,2,4,1000,16,0,5,3,3,11,0.111111111111111,0.282407407407407
84,2,4,1000,16,0,5,3,3,11,0.111111111111111,0.282407407407407
125,2,4,1000,26,0,5,3,3,11,0.111111111111111,0.282407407407407
128,2,4,1000,26,0,5,3,3,11,0,0.282407407407407
183,2,4,1000,35,0,5,3,3,11,0,0.282407407407407
193,2,4,1000,35,0,5,3,3,11,0,0.282407407407407
239,2,4,1000,43,0,5,3,3,11,0.111111111111111,0.282407407407407
296,2,4,1000,70,0,5,3,3,11,0.111111111111111,0.282407407407407
12,0,3,750,4,0,5,3,3,11,0.111111111111111,0.282407407407407
283,14,5,1250,26,0,2,4,4,10,0.111111111111111,0.102880658436214
289,14,5,1250,28,1,2,4,4,10,0.111111111111111,0.102880658436214
297,14,5,1250,28,0,2,4,4,10,0.111111111111111,0.102880658436214
377,14,5,1250,50,0,2,4,4,10,0.111111111111111,0.102880658436214
405,14,5,1250,64,0,2,4,4,10,0.111111111111111,0.102880658436214
428,14,5,1250,74,0,2,4,4,10,0.111111111111111,0.102880658436214
305,14,6,1500,34,0,2,4,4,10,0,0.102880658436214
361,14,6,1500,51,0,2,4,4,10,0,0.102880658436214
235,14,7,1750,26,0,2,4,4,10,0,0.102880658436214
331,14,7,1750,47,0,2,4,4,10,0,0.102880658436214
386,14,7,1750,72,0,2,4,4,10,0,0.102880658436214
390,14,7,1750,73,0,2,4,4,10,0.111111111111111,0.102880658436214
285,11,5,1250,33,0,2,4,4,10,0.111111111111111,0.102880658436214
294,11,5,1250,35,0,2,4,4,10,0.111111111111111,0.102880658436214
295,11,5,1250,35,0,2,4,4,10,0.111111111111111,0.102880658436214
306,11,5,1250,37,1,2,4,4,10,0.111111111111111,0.102880658436214
311,11,5,1250,38,0,2,4,4,10,0.111111111111111,0.102880658436214
320,11,5,1250,41,0,2,4,4,10,0.111111111111111,0.102880658436214
353,11,5,1250,50,0,2,4,4,10,0.111111111111111,0.102880658436214
206,11,6,1500,26,0,2,4,4,10,0.111111111111111,0.102880658436214
209,11,6,1500,27,0,2,4,4,10,0,0.102880658436214
343,11,6,1500,58,0,2,4,4,10,0.111111111111111,0.102880658436214
365,11,6,1500,71,0,2,4,4,10,0.111111111111111,0.102880658436214
199,11,7,1750,29,0,2,4,4,10,0.222222222222222,0.102880658436214
258,11,7,1750,37,0,2,4,4,10,0.222222222222222,0.102880658436214
334,11,7,1750,62,1,2,4,4,10,0.222222222222222,0.102880658436214
338,11,7,1750,64,0,2,4,4,10,0.222222222222222,0.102880658436214
476,26,5,1250,49,1,1,4,4,9,0.222222222222222,0.238095238095238
402,23,5,1250,33,0,1,4,4,9,0.222222222222222,0.238095238095238
471,23,5,1250,58,0,1,4,4,9,0.333333333333333,0.238095238095238
477,23,6,1500,70,0,1,4,4,9,0.222222222222222,0.238095238095238
466,21,5,1250,60,0,1,4,4,9,0.222222222222222,0.238095238095238
487,21,6,1500,86,0,1,4,4,9,0.222222222222222,0.238095238095238
370,16,5,1250,40,1,1,4,4,9,0.222222222222222,0.238095238095238
426,16,5,1250,60,0,1,4,4,9,0.222222222222222,0.238095238095238
332,16,6,1500,35,0,1,4,4,9,0.222222222222222,0.238095238095238
333,16,6,1500,35,1,1,4,4,9,0.222222222222222,0.238095238095238
357,16,6,1500,40,0,1,4,4,9,0.333333333333333,0.238095238095238
272,16,7,1750,28,0,1,4,4,9,0.222222222222222,0.238095238095238
325,16,7,1750,38,0,1,4,4,9,0.222222222222222,0.238095238095238
330,16,7,1750,39,0,1,4,4,9,0.222222222222222,0.238095238095238
433,16,7,1750,87,1,1,4,4,9,0.111111111111111,0.238095238095238
436,16,7,1750,93,0,1,4,4,9,0.111111111111111,0.238095238095238
182,10,4,1000,16,0,3,3,3,9,0.111111111111111,0.238095238095238
340,9,3,750,34,0,3,3,3,9,0.111111111111111,0.238095238095238
389,9,3,750,52,0,3,3,3,9,0.111111111111111,0.238095238095238
374,9,4,1000,65,0,3,3,3,9,0.111111111111111,0.238095238095238
147,6,3,750,14,0,3,3,3,9,0.111111111111111,0.238095238095238
143,4,3,750,16,0,3,3,3,9,0.222222222222222,0.238095238095238
144,4,3,750,16,0,3,3,3,9,0.222222222222222,0.238095238095238
146,4,3,750,16,1,3,3,3,9,0.222222222222222,0.238095238095238
228,4,3,750,24,0,3,3,3,9,0.222222222222222,0.238095238095238
243,4,3,750,25,1,3,3,3,9,0.222222222222222,0.238095238095238
259,4,3,750,28,0,3,3,3,9,0.333333333333333,0.238095238095238
278,4,3,750,34,0,3,3,3,9,0.444444444444444,0.238095238095238
363,4,3,750,71,0,3,3,3,9,0.333333333333333,0.238095238095238
6,4,4,1000,4,0,3,3,3,9,0.333333333333333,0.238095238095238
99,4,4,1000,14,1,3,3,3,9,0.333333333333333,0.238095238095238
181,4,4,1000,26,1,3,3,3,9,0.333333333333333,0.238095238095238
188,4,4,1000,26,0,3,3,3,9,0.333333333333333,0.238095238095238
261,4,4,1000,41,0,3,3,3,9,0.333333333333333,0.238095238095238
266,4,4,1000,43,1,3,3,3,9,0.333333333333333,0.238095238095238
276,4,4,1000,46,0,3,3,3,9,0.222222222222222,0.238095238095238
48,2,2,500,2,0,5,2,2,9,0.222222222222222,0.238095238095238
49,2,2,500,2,0,5,2,2,9,0.333333333333333,0.238095238095238
50,2,2,500,2,0,5,2,2,9,0.333333333333333,0.238095238095238
74,2,2,500,4,0,5,2,2,9,0.222222222222222,0.238095238095238
75,2,2,500,4,1,5,2,2,9,0.222222222222222,0.238095238095238
76,2,2,500,4,1,5,2,2,9,0.333333333333333,0.238095238095238
78,2,2,500,4,0,5,2,2,9,0.333333333333333,0.238095238095238
79,2,2,500,4,0,5,2,2,9,0.333333333333333,0.238095238095238
80,2,2,500,4,0,5,2,2,9,0.333333333333333,0.238095238095238
130,2,2,500,10,1,5,2,2,9,0.333333333333333,0.238095238095238
133,2,2,500,10,0,5,2,2,9,0.222222222222222,0.238095238095238
140,2,2,500,11,0,5,2,2,9,0.222222222222222,0.238095238095238
148,2,2,500,11,0,5,2,2,9,0.222222222222222,0.238095238095238
149,2,2,500,11,1,5,2,2,9,0.222222222222222,0.238095238095238
150,2,2,500,11,0,5,2,2,9,0.111111111111111,0.238095238095238
195,2,2,500,14,0,5,2,2,9,0.111111111111111,0.238095238095238
207,2,2,500,16,0,5,2,2,9,0.222222222222222,0.238095238095238
263,2,2,500,23,0,5,2,2,9,0.222222222222222,0.238095238095238
327,2,2,500,41,0,5,2,2,9,0.111111111111111,0.238095238095238
68,0,2,500,4,0,5,2,2,9,0.111111111111111,0.238095238095238
290,14,3,750,19,1,2,3,3,8,0.111111111111111,0.211469534050179
358,14,3,750,26,0,2,3,3,8,0.111111111111111,0.211469534050179
372,14,3,750,31,0,2,3,3,8,0.222222222222222,0.211469534050179
406,14,3,750,41,0,2,3,3,8,0.333333333333333,0.211469534050179
438,14,3,750,52,0,2,3,3,8,0.333333333333333,0.211469534050179
474,14,3,750,83,0,2,3,3,8,0.333333333333333,0.211469534050179
282,14,4,1000,22,1,2,3,3,8,0.333333333333333,0.211469534050179
291,14,4,1000,23,1,2,3,3,8,0.333333333333333,0.211469534050179
318,14,4,1000,26,0,2,3,3,8,0.333333333333333,0.211469534050179
329,14,4,1000,28,1,2,3,3,8,0.333333333333333,0.211469534050179
341,14,4,1000,30,0,2,3,3,8,0.333333333333333,0.211469534050179
368,14,4,1000,38,0,2,3,3,8,0.222222222222222,0.211469534050179
375,14,4,1000,40,0,2,3,3,8,0.111111111111111,0.211469534050179
425,14,4,1000,57,0,2,3,3,8,0.111111111111111,0.211469534050179
434,14,4,1000,64,0,2,3,3,8,0.111111111111111,0.211469534050179
270,13,4,1000,21,0,2,3,3,8,0.111111111111111,0.211469534050179
210,11,3,750,14,0,2,3,3,8,0.111111111111111,0.211469534050179
237,11,3,750,15,0,2,3,3,8,0.222222222222222,0.211469534050179
254,11,3,750,16,1,2,3,3,8,0.222222222222222,0.211469534050179
308,11,3,750,23,0,2,3,3,8,0.222222222222222,0.211469534050179
337,11,3,750,28,0,2,3,3,8,0.333333333333333,0.211469534050179
376,11,3,750,40,1,2,3,3,8,0.333333333333333,0.211469534050179
442,11,3,750,76,0,2,3,3,8,0.333333333333333,0.211469534050179
444,11,3,750,76,0,2,3,3,8,0.222222222222222,0.211469534050179
177,11,4,1000,16,1,2,3,3,8,0.222222222222222,0.211469534050179
293,11,4,1000,28,0,2,3,3,8,0.222222222222222,0.211469534050179
323,11,4,1000,34,0,2,3,3,8,0.111111111111111,0.211469534050179
391,11,4,1000,58,0,2,3,3,8,0.111111111111111,0.211469534050179
392,11,4,1000,59,0,2,3,3,8,0.111111111111111,0.211469534050179
394,11,4,1000,61,0,2,3,3,8,0,0.211469534050179
267,3,2,500,23,0,4,2,2,8,0,0.211469534050179
496,35,3,750,64,0,1,3,3,7,0,0.152777777777778
429,23,3,750,28,0,1,3,3,7,0,0.152777777777778
451,23,3,750,33,0,1,3,3,7,0,0.152777777777778
472,23,3,750,40,0,1,3,3,7,0,0.152777777777778
473,23,3,750,41,0,1,3,3,7,0,0.152777777777778
488,23,3,750,48,0,1,3,3,7,0,0.152777777777778
494,23,3,750,89,0,1,3,3,7,0,0.152777777777778
467,23,4,1000,45,0,1,3,3,7,0.111111111111111,0.152777777777778
486,23,4,1000,53,0,1,3,3,7,0.111111111111111,0.152777777777778
493,23,4,1000,87,0,1,3,3,7,0.111111111111111,0.152777777777778
398,21,3,750,26,0,1,3,3,7,0.111111111111111,0.152777777777778
400,21,3,750,26,1,1,3,3,7,0.111111111111111,0.152777777777778
446,21,3,750,35,0,1,3,3,7,0.111111111111111,0.152777777777778
452,21,3,750,38,0,1,3,3,7,0.111111111111111,0.152777777777778
490,21,3,750,64,0,1,3,3,7,0.222222222222222,0.152777777777778
492,21,3,750,70,0,1,3,3,7,0.222222222222222,0.152777777777778
468,21,4,1000,52,0,1,3,3,7,0.111111111111111,0.152777777777778
310,16,3,750,19,0,1,3,3,7,0.111111111111111,0.152777777777778
336,16,3,750,21,1,1,3,3,7,0.111111111111111,0.152777777777778
404,16,3,750,34,0,1,3,3,7,0.111111111111111,0.152777777777778
430,16,3,750,40,0,1,3,3,7,0.111111111111111,0.152777777777778
441,16,3,750,46,0,1,3,3,7,0.111111111111111,0.152777777777778
450,16,3,750,50,0,1,3,3,7,0.111111111111111,0.152777777777778
309,16,4,1000,23,0,1,3,3,7,0,0.152777777777778
355,16,4,1000,28,0,1,3,3,7,0.111111111111111,0.152777777777778
395,16,4,1000,40,0,1,3,3,7,0.111111111111111,0.152777777777778
414,16,4,1000,45,0,1,3,3,7,0.111111111111111,0.152777777777778
245,9,2,500,11,0,3,2,2,7,0.111111111111111,0.152777777777778
288,9,2,500,16,1,3,2,2,7,0.111111111111111,0.152777777777778
359,9,2,500,26,0,3,2,2,7,0.111111111111111,0.152777777777778
431,9,2,500,52,0,3,2,2,7,0.222222222222222,0.152777777777778
432,9,2,500,52,0,3,2,2,7,0.222222222222222,0.152777777777778
284,8,2,500,16,0,3,2,2,7,0.222222222222222,0.152777777777778
273,7,2,500,16,0,3,2,2,7,0.111111111111111,0.152777777777778
203,6,2,500,11,1,3,2,2,7,0.222222222222222,0.152777777777778
87,4,2,500,4,0,3,2,2,7,0.222222222222222,0.152777777777778
88,4,2,500,4,0,3,2,2,7,0.222222222222222,0.152777777777778
89,4,2,500,4,0,3,2,2,7,0.222222222222222,0.152777777777778
91,4,2,500,4,1,3,2,2,7,0.333333333333333,0.152777777777778
92,4,2,500,4,0,3,2,2,7,0.222222222222222,0.152777777777778
93,4,2,500,4,0,3,2,2,7,0.222222222222222,0.152777777777778
94,4,2,500,4,0,3,2,2,7,0.222222222222222,0.152777777777778
145,4,2,500,9,1,3,2,2,7,0.222222222222222,0.152777777777778
238,4,2,500,14,0,3,2,2,7,0.222222222222222,0.152777777777778
287,4,2,500,23,0,3,2,2,7,0.222222222222222,0.152777777777778
316,4,2,500,29,0,3,2,2,7,0.222222222222222,0.152777777777778
356,4,2,500,41,0,3,2,2,7,0.333333333333333,0.152777777777778
371,4,2,500,51,1,3,2,2,7,0.222222222222222,0.152777777777778
373,4,2,500,52,0,3,2,2,7,0.222222222222222,0.152777777777778
393,4,2,500,59,0,3,2,2,7,0.222222222222222,0.152777777777778
154,2,1,250,2,1,5,1,1,7,0.222222222222222,0.152777777777778
155,2,1,250,2,0,5,1,1,7,0.222222222222222,0.152777777777778
156,2,1,250,2,0,5,1,1,7,0.111111111111111,0.152777777777778
157,2,1,250,2,0,5,1,1,7,0.111111111111111,0.152777777777778
158,2,1,250,2,0,5,1,1,7,0.111111111111111,0.152777777777778
159,2,1,250,2,0,5,1,1,7,0,0.152777777777778
160,2,1,250,2,0,5,1,1,7,0.111111111111111,0.152777777777778
161,2,1,250,2,0,5,1,1,7,0.222222222222222,0.152777777777778
162,2,1,250,2,0,5,1,1,7,0.333333333333333,0.152777777777778
163,2,1,250,2,0,5,1,1,7,0.333333333333333,0.152777777777778
164,2,1,250,2,1,5,1,1,7,0.333333333333333,0.152777777777778
165,2,1,250,2,1,5,1,1,7,0.333333333333333,0.152777777777778
166,2,1,250,2,1,5,1,1,7,0.333333333333333,0.152777777777778
167,2,1,250,2,0,5,1,1,7,0.333333333333333,0.152777777777778
168,2,1,250,2,0,5,1,1,7,0.333333333333333,0.152777777777778
169,2,1,250,2,0,5,1,1,7,0.222222222222222,0.152777777777778
170,2,1,250,2,0,5,1,1,7,0.111111111111111,0.152777777777778
171,2,1,250,2,0,5,1,1,7,0,0.152777777777778
172,2,1,250,2,0,5,1,1,7,0,0.152777777777778
173,2,1,250,2,0,5,1,1,7,0,0.152777777777778
174,2,1,250,2,0,5,1,1,7,0,0.152777777777778
175,2,1,250,2,0,5,1,1,7,0,0.152777777777778
298,14,2,500,14,0,2,2,2,6,0,0.0476190476190476
